DEEPTaxaID,finalID,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,SPECIES,FFG,SensitiveEPT,BCG_Attribute
1,Adicrophleps hitchcocki,Arthropoda,Insecta,Trichoptera,Brachycentridae,Na,Na,Adricrophleps,hitchcocki,SHR,1,2
2,Alloperla usa,Arthropoda,Insecta,Plecoptera,Chloroperlidae,Na,Na,Alloperla,usa,C-G,1,2
3,Ameletus lineatus,Arthropoda,Insecta,Ephemeroptera,Ameletidae,Na,Na,Ameletus,lineatus,C-G,1,
4,Annelida,Annelida,Na,Na,Na,Na,Na,Na,Na,C-G,0,
5,Arigomphus,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Arigomphus,Na,PRD,0,
7,Arigomphus furcifer,Arthropoda,Insecta,Odonata,Gomphidae,Na,Na,Arigomphus,furcifer,PRD,0,
8,Arthroplea bipunctata,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Arthroplea,bipunctata,C-F,1,
9,Aulodrilus japonicus,Annelida,Clitellata,Haplotaxida,Tubificidae,Na,Na,Aulodrilus,japonicus,C-G,0,5
10,Baetisca laurentina,Arthropoda,Insecta,Ephemeroptera,Baetiscidae,Na,Na,Baetisca,laurentina,C-G,1,3
11,Brachyptera,Arthropoda,Insecta,Plecoptera,Taeniopterygidae,Na,Na,Brachyptera,Na,SHR,1,
12,Cambarus robustus,Arthropoda,Malacostraca,Decapoda,Cambaridae,Na,Na,Cambarus,robustus,C-G,0,4
14,Ceratopsyche morosa,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,morosa,C-F,0,5
15,Ceratopsyche ventura,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,ventura,C-F,0,5
16,Ceratopsyche walkeri,Arthropoda,Insecta,Trichoptera,Hydropsychidae,Na,Na,Ceratopsyche,walkeri,C-F,0,5
17,Chloroperlidae/Leuctridae,Arthropoda,Insecta,Plecoptera,Na,Na,Na,Na,Na,?,0,
18,Cinygmula subaequalis,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,Na,Na,Cinygmula,subaequalis,SCR,1,
19,Cipangopaludina,Mollusca,Gastropoda,Architaenioglossa,Viviparidae,Na,Na,Cipangopaludina,Na,SCR,0,
20,Clinocera/Oreogeton/Wiedemannia,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Na,Na,PRD,0,
21,Caecidotea communis,Arthropoda,Malacostraca,Isopoda,Asellidae,Na,Na,Caecidotea,communis,C-G,0,5
22,Cordulegaster diastatops,Arthropoda,Insecta,Odonata,Cordulegastridae,Na,Na,Cordulegaster,diastatops,PRD,0,3
23,Cricotopus intersectus group,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cricotopus,intersectus,SHR,0,5.5
24,Cricotopus tremulus group,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cricotopus,tremulus,SHR,0,5.5
25,Cricotopus trifascia group,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Na,Cricotopus,trifascia,SHR,0,5.5
26,Cultus decisus,Arthropoda,Insecta,Plecoptera,Perlodidae,Na,Na,Cultus,decisus,PRD,1,
27,Diamesa Type A,Arthropoda,Insecta,Diptera,Chironomidae,Diamesinae,Na,Diamesa,Na,C-G,0,4
28,Dibusa angata,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Na,Na,Dibusa,angata,PRD,1,
29,Dicrotendipes nervosus/simpsoni/lucifer,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,nervosus,C-G,0,5.5
30,Eclipidrilus lacustris,Annelida,Clitellata,Lumbriculida,Lumbriculidae,Na,Na,Eclipidrilus,lacustris,C-G,0,
31,Empis/Hilara/Rhamphomyia,Arthropoda,Insecta,Diptera,Empididae,Na,Na,Na,Na,PRD,0,
32,Ephemerella/Serratella,Arthropoda,Insecta,Ephemeroptera,Ephemerellidae,Na,Na,Na,Na,C-G,1,3
